xflr5 v6.61

Mission 1 Iteration 1
T7-VLM2
QInf  =,   35.062996 ,m/s
Alpha = ,  -1.408554
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.125021
Cy    = ,   0.000000
Cd=,   0.013046,ICd=,    0.004253,PCd=,    0.008794
Cl   = ,-2.44683e-17
Cm   =, 0.000829563
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,    0.068664, YCP=,    0.000000, ZCP=,    0.017281 
XNP=,    0.123455
Bending =,    0.000000



Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
  94,   8.782e-01,  -6.311e-02,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2203
  95,   8.573e-01,  -6.311e-02,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3113
  96,   8.365e-01,  -6.311e-02,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.4797
  97,   8.156e-01,  -6.311e-02,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -1.0930
Strip 15
  98,   9.407e-01,  -5.163e-02,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0663
  99,   9.199e-01,  -5.163e-02,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1117
 100,   8.990e-01,  -5.163e-02,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1607
 101,   8.782e-01,  -5.163e-02,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2228
 102,   8.573e-01,  -5.163e-02,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3141
 103,   8.365e-01,  -5.163e-02,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4839
 104,   8.156e-01,  -5.163e-02,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.1026
Strip 16
 105,   9.407e-01,  -4.016e-02,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0667
 106,   9.199e-01,  -4.016e-02,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1124
 107,   8.990e-01,  -4.016e-02,   3.458e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1614
 108,   8.782e-01,  -4.016e-02,   2.730e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.2231
 109,   8.573e-01,  -4.016e-02,   2.002e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.3132
 110,   8.365e-01,  -4.016e-02,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.4823
 111,   8.156e-01,  -4.016e-02,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -1.1259
Strip 17
 112,   9.407e-01,  -2.868e-02,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0677
 113,   9.199e-01,  -2.868e-02,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1141
 114,   8.990e-01,  -2.868e-02,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1639
 115,   8.782e-01,  -2.868e-02,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2269
 116,   8.573e-01,  -2.868e-02,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3193
 117,   8.365e-01,  -2.868e-02,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4907
 118,   8.156e-01,  -2.868e-02,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.1179
Strip 18
 119,   9.407e-01,  -1.721e-02,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0683
 120,   9.199e-01,  -1.721e-02,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1150
 121,   8.990e-01,  -1.721e-02,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1652
 122,   8.782e-01,  -1.721e-02,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2287
 123,   8.573e-01,  -1.721e-02,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3217
 124,   8.365e-01,  -1.721e-02,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4933
 125,   8.156e-01,  -1.721e-02,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.1169
Strip 19
 126,   9.407e-01,  -5.737e-03,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0686
 127,   9.199e-01,  -5.737e-03,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1155
 128,   8.990e-01,  -5.737e-03,   3.458e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1658
 129,   8.782e-01,  -5.737e-03,   2.730e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.2295
 130,   8.573e-01,  -5.737e-03,   2.002e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.3228
 131,   8.365e-01,  -5.737e-03,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.4943
 132,   8.156e-01,  -5.737e-03,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.1169
Strip 20
 133,   9.407e-01,   5.737e-03,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0686
 134,   9.199e-01,   5.737e-03,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1155
 135,   8.990e-01,   5.737e-03,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1658
 136,   8.782e-01,   5.737e-03,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2295
 137,   8.573e-01,   5.737e-03,   2.002e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.3228
 138,   8.365e-01,   5.737e-03,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4943
 139,   8.156e-01,   5.737e-03,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.1169
Strip 21
 140,   9.407e-01,   1.721e-02,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0683
 141,   9.199e-01,   1.721e-02,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1150
 142,   8.990e-01,   1.721e-02,   3.458e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1652
 143,   8.782e-01,   1.721e-02,   2.730e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.2287
 144,   8.573e-01,   1.721e-02,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3217
 145,   8.365e-01,   1.721e-02,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4933
 146,   8.156e-01,   1.721e-02,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -1.1169
Strip 22
 147,   9.407e-01,   2.868e-02,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0677
 148,   9.199e-01,   2.868e-02,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1141
 149,   8.990e-01,   2.868e-02,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1639
 150,   8.782e-01,   2.868e-02,   2.730e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.2269
 151,   8.573e-01,   2.868e-02,   2.002e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.3193
 152,   8.365e-01,   2.868e-02,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.4907
 153,   8.156e-01,   2.868e-02,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -1.1179
Strip 23
 154,   9.407e-01,   4.016e-02,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0667
 155,   9.199e-01,   4.016e-02,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1124
 156,   8.990e-01,   4.016e-02,   3.458e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1614
 157,   8.782e-01,   4.016e-02,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2231
 158,   8.573e-01,   4.016e-02,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3132
 159,   8.365e-01,   4.016e-02,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4823
 160,   8.156e-01,   4.016e-02,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.1259
Strip 24
 161,   9.407e-01,   5.163e-02,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0663
 162,   9.199e-01,   5.163e-02,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1117
 163,   8.990e-01,   5.163e-02,   3.458e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1607
 164,   8.782e-01,   5.163e-02,   2.730e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.2228
 165,   8.573e-01,   5.163e-02,   2.002e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.3141
 166,   8.365e-01,   5.163e-02,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.4839
 167,   8.156e-01,   5.163e-02,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.1026
Strip 25
 168,   9.407e-01,   6.311e-02,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0652
 169,   9.199e-01,   6.311e-02,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1100
 170,   8.990e-01,   6.311e-02,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1585
 171,   8.782e-01,   6.311e-02,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2203
 172,   8.573e-01,   6.311e-02,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3113
 173,   8.365e-01,   6.311e-02,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4797
 174,   8.156e-01,   6.311e-02,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.0930
Strip 26
 175,   9.407e-01,   7.458e-02,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0637
 176,   9.199e-01,   7.458e-02,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1077
 177,   8.990e-01,   7.458e-02,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1556
 178,   8.782e-01,   7.458e-02,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2168
 179,   8.573e-01,   7.458e-02,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3071
 180,   8.365e-01,   7.458e-02,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.4737
 181,   8.156e-01,   7.458e-02,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -1.0831
Strip 27
 182,   9.407e-01,   8.605e-02,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0632
 183,   9.199e-01,   8.605e-02,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1064
 184,   8.990e-01,   8.605e-02,   3.458e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1535
 185,   8.782e-01,   8.605e-02,   2.730e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.2140
 186,   8.573e-01,   8.605e-02,   2.002e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.3032
 187,   8.365e-01,   8.605e-02,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4674
 188,   8.156e-01,   8.605e-02,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.0530
Strip 28
 189,   9.407e-01,   9.753e-02,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0601
 190,   9.199e-01,   9.753e-02,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1016
 191,   8.990e-01,   9.753e-02,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1471
 192,   8.782e-01,   9.753e-02,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2061
 193,   8.573e-01,   9.753e-02,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2941
 194,   8.365e-01,   9.753e-02,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4578
 195,   8.156e-01,   9.753e-02,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.0505
Strip 29
 196,   9.407e-01,   1.090e-01,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0569
 197,   9.199e-01,   1.090e-01,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0966
 198,   8.990e-01,   1.090e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1404
 199,   8.782e-01,   1.090e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1976
 200,   8.573e-01,   1.090e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2842
 201,   8.365e-01,   1.090e-01,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.4474
 202,   8.156e-01,   1.090e-01,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -1.0445
Strip 30
 203,   9.407e-01,   1.205e-01,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0527
 204,   9.199e-01,   1.205e-01,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0899
 205,   8.990e-01,   1.205e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1311
 206,   8.782e-01,   1.205e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1857
 207,   8.573e-01,   1.205e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2698
 208,   8.365e-01,   1.205e-01,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4319
 209,   8.156e-01,   1.205e-01,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.0437
Strip 31
 210,   9.407e-01,   1.319e-01,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0517
 211,   9.199e-01,   1.319e-01,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0875
 212,   8.990e-01,   1.319e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1273
 213,   8.782e-01,   1.319e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1804
 214,   8.573e-01,   1.319e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2624
 215,   8.365e-01,   1.319e-01,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.4195
 216,   8.156e-01,   1.319e-01,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.9880
Strip 32
 217,   9.407e-01,   1.434e-01,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0483
 218,   9.199e-01,   1.434e-01,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0819
 219,   8.990e-01,   1.434e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1197
 220,   8.782e-01,   1.434e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1703
 221,   8.573e-01,   1.434e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2491
 222,   8.365e-01,   1.434e-01,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4012
 223,   8.156e-01,   1.434e-01,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -0.9597
Strip 33
 224,   9.407e-01,   1.549e-01,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0443
 225,   9.199e-01,   1.549e-01,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0755
 226,   8.990e-01,   1.549e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1106
 227,   8.782e-01,   1.549e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1579
 228,   8.573e-01,   1.549e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2327
 229,   8.365e-01,   1.549e-01,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.3788
 230,   8.156e-01,   1.549e-01,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.9266
Strip 34
 231,   9.407e-01,   1.664e-01,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0427
 232,   9.199e-01,   1.664e-01,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0713
 233,   8.990e-01,   1.664e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1034
 234,   8.782e-01,   1.664e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1467
 235,   8.573e-01,   1.664e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2157
 236,   8.365e-01,   1.664e-01,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3535
 237,   8.156e-01,   1.664e-01,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -0.8477
Strip 35
 238,   9.407e-01,   1.778e-01,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0358
 239,   9.199e-01,   1.778e-01,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0600
 240,   8.990e-01,   1.778e-01,   3.458e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0870
 241,   8.782e-01,   1.778e-01,   2.730e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1240
 242,   8.573e-01,   1.778e-01,   2.002e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1851
 243,   8.365e-01,   1.778e-01,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.3158
 244,   8.156e-01,   1.778e-01,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.8216
Strip 36
 245,   9.407e-01,   1.893e-01,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0291
 246,   9.199e-01,   1.893e-01,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0487
 247,   8.990e-01,   1.893e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0702
 248,   8.782e-01,   1.893e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0993
 249,   8.573e-01,   1.893e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1483
 250,   8.365e-01,   1.893e-01,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2646
 251,   8.156e-01,   1.893e-01,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -0.7826
Strip 37
 252,   9.407e-01,   2.008e-01,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0215
 253,   9.199e-01,   2.008e-01,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0351
 254,   8.990e-01,   2.008e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0491
 255,   8.782e-01,   2.008e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0657
 256,   8.573e-01,   2.008e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0895
 257,   8.365e-01,   2.008e-01,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1550
 258,   8.156e-01,   2.008e-01,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -0.7685
Strip 38
 259,   9.407e-01,   2.123e-01,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0155
 260,   9.199e-01,   2.123e-01,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0245
 261,   8.990e-01,   2.123e-01,   3.458e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0342
 262,   8.782e-01,   2.123e-01,   2.730e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0469
 263,   8.573e-01,   2.123e-01,   2.002e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0684
 264,   8.365e-01,   2.123e-01,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1279
 265,   8.156e-01,   2.123e-01,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4837


FinCp Coefficients
Strip 1
   0,   9.848e-01,  -2.048e-16,   1.268e-01,       0.000,       1.000,       0.000,   1.298e-04,     -0.0000
   1,   9.647e-01,  -2.048e-16,   1.268e-01,       0.000,       1.000,       0.000,   1.298e-04,     -0.0000
   2,   9.445e-01,  -2.048e-16,   1.268e-01,       0.000,       1.000,       0.000,   1.298e-04,      0.0000
   3,   9.244e-01,  -2.048e-16,   1.268e-01,       0.000,       1.000,       0.000,   1.298e-04,      0.0000
   4,   9.042e-01,  -2.048e-16,   1.268e-01,       0.000,       1.000,       0.000,   1.298e-04,      0.0000
   5,   8.840e-01,  -2.048e-16,   1.268e-01,       0.000,       1.000,       0.000,   1.298e-04,      0.0000
   6,   8.639e-01,  -2.048e-16,   1.268e-01,      -0.000,       1.000,       0.000,   1.298e-04,      0.0000
Strip 2
   7,   9.806e-01,  -1.851e-16,   1.145e-01,       0.000,       1.000,       0.000,   3.648e-04,     -0.0000
   8,   9.604e-01,  -1.851e-16,   1.145e-01,       0.000,       1.000,       0.000,   3.648e-04,     -0.0000
   9,   9.401e-01,  -1.851e-16,   1.145e-01,       0.000,       1.000,       0.000,   3.648e-04,      0.0000
  10,   9.199e-01,  -1.851e-16,   1.145e-01,       0.000,       1.000,       0.000,   3.648e-04,      0.0000
  11,   8.997e-01,  -1.851e-16,   1.145e-01,       0.000,       1.000,       0.000,   3.648e-04,      0.0000
  12,   8.795e-01,  -1.851e-16,   1.145e-01,       0.000,       1.000,       0.000,   3.648e-04,      0.0000
  13,   8.592e-01,  -1.851e-16,   1.145e-01,      -0.000,       1.000,       0.000,   3.648e-04,      0.0000
Strip 3
  14,   9.729e-01,  -1.494e-16,   9.250e-02,       0.000,       1.000,       0.000,   5.304e-04,     -0.0000
  15,   9.526e-01,  -1.494e-16,   9.250e-02,       0.000,       1.000,       0.000,   5.304e-04,      0.0000
  16,   9.322e-01,  -1.494e-16,   9.250e-02,       0.000,       1.000,       0.000,   5.304e-04,      0.0000
  17,   9.119e-01,  -1.494e-16,   9.250e-02,       0.000,       1.000,       0.000,   5.304e-04,      0.0000
  18,   8.915e-01,  -1.494e-16,   9.250e-02,       0.000,       1.000,       0.000,   5.304e-04,      0.0000
  19,   8.712e-01,  -1.494e-16,   9.250e-02,       0.000,       1.000,       0.000,   5.304e-04,      0.0000
  20,   8.508e-01,  -1.494e-16,   9.250e-02,      -0.000,       1.000,       0.000,   5.304e-04,      0.0000
Strip 4
  21,   9.634e-01,  -1.050e-16,   6.500e-02,       0.000,       1.000,       0.000,   5.930e-04,      0.0000
  22,   9.429e-01,  -1.050e-16,   6.500e-02,       0.000,       1.000,       0.000,   5.930e-04,     -0.0000
  23,   9.224e-01,  -1.050e-16,   6.500e-02,       0.000,       1.000,       0.000,   5.930e-04,      0.0000
  24,   9.019e-01,  -1.050e-16,   6.500e-02,       0.000,       1.000,       0.000,   5.930e-04,      0.0000
  25,   8.814e-01,  -1.050e-16,   6.500e-02,       0.000,       1.000,       0.000,   5.930e-04,      0.0000
  26,   8.609e-01,  -1.050e-16,   6.500e-02,       0.000,       1.000,       0.000,   5.930e-04,      0.0000
  27,   8.404e-01,  -1.050e-16,   6.500e-02,      -0.000,       1.000,       0.000,   5.930e-04,      0.0000
Strip 5
  28,   9.538e-01,  -6.059e-17,   3.750e-02,       0.000,       1.000,       0.000,   5.382e-04,      0.0000
  29,   9.332e-01,  -6.059e-17,   3.750e-02,       0.000,       1.000,       0.000,   5.382e-04,     -0.0000
  30,   9.125e-01,  -6.059e-17,   3.750e-02,       0.000,       1.000,       0.000,   5.382e-04,      0.0000
  31,   8.919e-01,  -6.059e-17,   3.750e-02,       0.000,       1.000,       0.000,   5.382e-04,      0.0000
  32,   8.712e-01,  -6.059e-17,   3.750e-02,       0.000,       1.000,       0.000,   5.382e-04,      0.0000
  33,   8.506e-01,  -6.059e-17,   3.750e-02,       0.000,       1.000,       0.000,   5.382e-04,      0.0000
  34,   8.299e-01,  -6.059e-17,   3.750e-02,      -0.000,       1.000,       0.000,   5.382e-04,      0.0000
Strip 6
  35,   9.462e-01,  -2.497e-17,   1.546e-02,       0.000,       1.000,       0.000,   3.747e-04,     -0.0000
  36,   9.254e-01,  -2.497e-17,   1.546e-02,       0.000,       1.000,       0.000,   3.747e-04,     -0.0000
  37,   9.046e-01,  -2.497e-17,   1.546e-02,       0.000,       1.000,       0.000,   3.747e-04,      0.0000
  38,   8.838e-01,  -2.497e-17,   1.546e-02,       0.000,       1.000,       0.000,   3.747e-04,      0.0000
  39,   8.631e-01,  -2.497e-17,   1.546e-02,       0.000,       1.000,       0.000,   3.747e-04,     -0.0000
  40,   8.423e-01,  -2.497e-17,   1.546e-02,       0.000,       1.000,       0.000,   3.747e-04,     -0.0000
  41,   8.215e-01,  -2.497e-17,   1.546e-02,      -0.000,       1.000,       0.000,   3.747e-04,      0.0000
Strip 7
  42,   9.419e-01,  -5.200e-18,   3.219e-03,       0.000,       1.000,       0.000,   1.341e-04,      0.0000
  43,   9.211e-01,  -5.200e-18,   3.219e-03,       0.000,       1.000,       0.000,   1.341e-04,     -0.0000
  44,   9.002e-01,  -5.200e-18,   3.219e-03,       0.000,       1.000,       0.000,   1.341e-04,      0.0000
  45,   8.794e-01,  -5.200e-18,   3.219e-03,       0.000,       1.000,       0.000,   1.341e-04,     -0.0000
  46,   8.585e-01,  -5.200e-18,   3.219e-03,       0.000,       1.000,       0.000,   1.341e-04,     -0.0000
  47,   8.377e-01,  -5.200e-18,   3.219e-03,       0.000,       1.000,       0.000,   1.341e-04,     -0.0000
  48,   8.169e-01,  -5.200e-18,   3.219e-03,      -0.000,       1.000,       0.000,   1.341e-04,     -0.0000




